Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Honor Pad GT Pro,,No cellular connectivity, N/A, N/A, N/A,,274.5 x 180.5 x 5.8 mm (10.81 x 7.11 x 0.23 in),555 g (1.22 lb),,No,"12.3 inches, 443.2 cm",1920 x 3000 pixels (~290 ppi density),"Android 14, MagicOS 8",Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM","13 MP, f/2.0, AF","LED flash, HDR","4K@30fps, 1080p@30fps","9 MP, f/2.2",1080p@30fps,"Yes, with stereo speakers (8 speakers)",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.3, A2DP, LE, aptX HD",No,No,"USB Type-C 3.2, OTG, DisplayPort, magnetic connector",Li-Po 10050 mAh,66W wired,"White, Blue, Black",About 310 EUR
Honor X60,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",166 x 75.8 x 7.9 mm (6.54 x 2.98 x 0.31 in),189 g (6.67 oz),,Nano-SIM + Nano-SIM,"6.8 inches, 111.3 cm","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)","Android 14, Magic OS 8",Mediatek Dimensity 7025 Ultra (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","108 MP, f/1.8, (wide), 1/1.67"", PDAF","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",No,No,"USB Type-C 2.0, OTG",Li-Po 5800 mAh,35W wired,"Black, Green, Silver",About 160 EUR
Honor X60 Pro,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",162.8 x 75.5 x 8 mm (6.41 x 2.97 x 0.31 in),188 g (6.63 oz),"Glass front, plastic back",Nano-SIM + Nano-SIM,"6.78 inches, 111.5 cm",1224 x 2700 pixels (~437 ppi density),"Android 14, Magic OS 8",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","108 MP, f/1.8, (wide), 1/1.67"", PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",No,No,"USB Type-C 2.0, OTG",Si/C Li-Ion 6600 mAh,66W wired,"Black, Green, Silver, Orange",About 200 EUR
Honor X7c,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE,"HSPA, LTE",166.9 x 76.8 x 8.1 mm (6.57 x 3.02 x 0.32 in),194 g or 196 g (6.84 oz),,Nano-SIM + Nano-SIM,"6.77 inches, 110.2 cm","720 x 1610 pixels, 20:9 ratio (~261 ppi density)","Android 14, MagicOS 8",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,Unspecified,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes (market/region dependent),No,"USB Type-C 2.0, OTG",Li-Po 5200/6000 mAh (market/region dependent),35W wired,"Midnight Black, Forest Green, Moonlight White",
Honor X5b,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE,"HSPA, LTE",163.9 x 75.8 x 8.7 mm (6.45 x 2.98 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,"6.56 inches, 103.4 cm","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 14, Magic OS 8",Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/1.8, (wide),
Auxiliary lens",LED flash,1080p@30fps,"5 MP, f/2.2, (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",No,Unspecified,"USB Type-C 2.0, OTG",Li-Po 5200 mAh,10W wired,"Ocean Blue, Starry Purple, Midnight Black",About 80 EUR
Honor X5b Plus,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE,"HSPA, LTE",163.9 x 75.8 x 8.7 mm (6.45 x 2.98 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,"6.56 inches, 103.4 cm","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 14, Magic OS 8",Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,microSDXC,"128GB 4GB RAM, 256GB 4GB RAM","50 MP, f/1.8, (wide),
Auxiliary lens",LED flash,1080p@30fps,"5 MP, f/2.2, (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",No,Unspecified,"USB Type-C 2.0, OTG",Li-Po 5200 mAh,10W wired,"Ocean Blue, Starry Purple, Midnight Black",About 100 EUR
Honor X50 Pro,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",163.6 x 75.5 x 8 mm (6.44 x 2.97 x 0.31 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,"6.78 inches, 112.6 cm","1220 x 2652 pixels, 19.5:9 ratio (~431 ppi density)",Android 14,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,256GB 12GB RAM,"108 MP, f/1.8, (wide), 1/1.67"", PDAF,
2 MP, f/2.4, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",1080p@30fps,Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",Li-Po 5800 mAh,35W wired,"Black, Green",About 360 EUR
Honor X50 GT,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",163.6 x 75.5 x 8 mm (6.44 x 2.97 x 0.31 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,"6.78 inches, 112.6 cm","1220 x 2652 pixels, 19.5:9 ratio (~431 ppi density)","Android 13, MagicOS 7.2",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","108 MP, f/1.8, (wide), 1/1.67"", PDAF,
2 MP, f/2.4, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",1080p@30fps,Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 5800 mAh,35W wired,"Black, Silver",About 260 EUR
Honor Magic6,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",161.8 x 75.4 x 8.1 mm (6.37 x 2.97 x 0.32 in),199 g or 206 g (7.02 oz),"Glass front, glass back or silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,"6.78 inches, 111.2 cm",1264 x 2800 pixels (~453 ppi density),"Android 14, MagicOS 8",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM","50 MP, f/1.9, (wide), 1/1.3"", PDAF, OIS,
32 MP, f/2.4, (telephoto), PDAF, OIS, 2.5x optical zoom,
50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", AF","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, HDR, 10-bit video","50 MP, f/2.0, 22mm (wide), 1/2.93"", AF","4K@30fps, 1080p@30/60fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","Yes, HCE, NFC-SIM",No,"USB Type-C 2.0, OTG",Li-Po 5450 mAh,66W wired,"Black, Green, Blue, Purple, White",About 570 EUR
Honor Magic6 Pro,[{'512GB 12GB RAM': '$\u2009939.49'}],GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",162.5 x 75.8 x 8.9 mm (6.40 x 2.98 x 0.35 in),225 g or 229 g (7.94 oz),"Glass front (NanoCrystal Shield), glass back or silicone polymer back (eco leather)",Nano-SIM + ,"6.8 inches, 112.8 cm","1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density)","Android 14, up to 4 major Android upgrades, MagicOS 8",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.4-2.0, 23mm (wide), 1/1.3"", 1.2µm, PDAF, OIS,
180 MP, f/2.6, (periscope telephoto), 1/1.49"", 0.56µm, PDAF, OIS, 2.5x optical zoom,
50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, AF","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, HDR, 10-bit video","50 MP, f/2.0, 22mm (wide), 1/2.93"", 0.6µm, AF,
TOF 3D, (depth/biometrics sensor)","4K@30fps, 1080p@30/60fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","Yes, HCE, NFC-SIM",No,"USB Type-C 3.2, DisplayPort 1.2, OTG",Si/C Li-Ion 5600 mAh,80W wired,"Black, Green, Blue, Purple, White",
Honor Magic V2 RSR Porsche Design,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66","HSPA, LTE, 5G",Unfolded: 156.7 x 145.4 x 4.7 mm or 4.8 mm,234 g (8.25 oz),"Glass front, glass back, magnesium alloy frame, titanium alloy folding mechanism",Nano-SIM + ,"7.92 inches, 201.6 cm",2156 x 2344 pixels (~402 ppi density),"Android 13, upgradable to Android 14, MagicOS 8",Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,1TB 16GB RAM,"50 MP, f/1.9, (wide), PDAF, OIS,
20 MP, f/2.4, 62mm (telephoto), PDAF, 2.5x optical zoom, OIS,
50 MP, f/2.0, 13mm (ultrawide), AF","Multi-zone Laser AF (8x8 dToF), color spectrum sensor, LED flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, HDR10+, OIS","16 MP, f/2.2, (wide)","4K@30fps, 1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","Yes; NFC-SIM, HCE",No,"USB Type-C 3.1, OTG, Display Port 1.2",Si/C Li-Ion 5000 mAh,66W wired,Agate Gray,About 2700 EUR
