Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Realme 6 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - Global","HSPA 42.2/11.5 Mbps, LTE (2CA) Cat6 300/150 Mbps",163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),202 g (7.13 oz),"Glass front (Gorilla Glass 5), glass back, plastic frame",Nano-SIM + Nano-SIM,"6.6 inches, 105.2 cm","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Android 10, upgradable to Android 11, Realme UI 2.0",Qualcomm SM7125 Snapdragon 720G (8 nm),Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),Adreno 618,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF,
12 MP, f/2.5, 54mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom,
8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.1, 26mm (wide), 1/3.06"", 1.0µm,
8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG",4300 mAh,"30W wired, 100% in 57 min","Lightning Blue, Lightning Orange, Lightning Red",About 540 EUR
Realme 6i,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - Global","HSPA, LTE",164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in),199 g (7.02 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.8 cm","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 10, Realme UI",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP B/W, f/2.4","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG",5000 mAh,18W wired,"White Milk, Green Tea, Blue Soda",About 400 EUR
Realme X50m 5G,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,"6.57 inches, 105.3 cm","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Android 10, Realme UI",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm,
2 MP, f/2.4, (depth)",1080p@30/120fps,Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,No,USB Type-C 2.0,4200 mAh,"30W wired, 70% in 30 min","Starry Blue, Galaxy White",About 260 EUR
Realme Narzo 10A,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA 42.2/11.5 Mbps, LTE (2CA) Cat6 300/75 Mbps",164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in),195 g (6.88 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 10, Realme UI",Mediatek MT6769V/CB Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25µm, PDAF,
2 MP, f/2.4 (macro),
2 MP, f/1.8, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4, 28mm (wide), 1/5.0"", 1.12µm",1080p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE",No,FM radio,"microUSB 2.0, OTG",5000 mAh,10W wired,"So Blue, So White",About 100 EUR
Realme Narzo 10,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in),199 g (7.02 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.8 cm","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 10, Realme UI",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),128GB 4GB RAM,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP B/W, f/2.4","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"USB Type-C 2.0, OTG",5000 mAh,18W wired,"That White, That Green",About 150 EUR
Realme X50 Pro Player,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41","HSPA, LTE, 5G",159 x 74.2 x 8.9 mm (6.26 x 2.92 x 0.35 in),209 g (7.37 oz),"Glass front (Unspecified), glass back (Unspecified), aluminum frame",Nano-SIM + Nano-SIM,"6.44 inches, 100.1 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 10, Realme UI",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 6GB RAM, 128GB 8GB RAM, 128GB 12GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚, 16mm (ultrawide),
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240/960fps; gyro-EIS","16 MP, f/2.5, 29mm (standard), 1/3.06"", 1.0µm,
2 MP, f/2.4, (depth)","1080p@30/120fps, gyro-EIS","Yes, with dual speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes,No,USB Type-C 2.0,4200 mAh,"65W wired, PD, 100% in 35 min","Light Speed Silver, Phantom Black",About 350 EUR
Realme 6S,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International","HSPA 42.2/11.5 Mbps, LTE (2CA) Cat6 300/75 Mbps",162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in),191 g (6.74 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 11, Realme UI 2.0",Mediatek MT6785 Helio G90T (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP B/W, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"USB Type-C 2.0, OTG",4300 mAh,"30W wired, 100% in 55 min","Eclipse Black, Lunar White",About 200 EUR
Realme X3 SuperZoom,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),202 g (7.13 oz),"Glass front (Gorilla Glass 5), glass back, plastic frame",Nano-SIM + Nano-SIM,"6.6 inches, 105.2 cm","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Android 10, upgradable to Android 11, Realme UI 2.0",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF,
8 MP, f/3.4, 124mm (periscope telephoto), PDAF, OIS, 5x optical zoom,
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, 720p@960fps; gyro-EIS","32 MP, f/2.5, 26mm (wide), 1/2.8"", 0.8µm,
8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm","1080p@30fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes (market/region dependent),No,USB Type-C 2.0,4200 mAh,"30W wired, 100% in 55 min","Glacier Blue, Arctic White",About 300 EUR
Realme Narzo,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 - Indonesia,"1, 3, 5, 8, 38, 40, 41 - Indonesia","HSPA 42.2/11.5 Mbps, LTE (2CA) Cat6 300/75 Mbps",162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in),191 g (6.74 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, Realme UI",Mediatek MT6785 Helio G90T (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),128GB 4GB RAM,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP B/W, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"USB Type-C 2.0, OTG",4300 mAh,"30W wired, 100% in 55 min","Just Black, Just White",About 190 EUR
Realme Narzo 20 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",162.3 x 75.4 x 9.4 mm (6.39 x 2.97 x 0.37 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, Realme UI",Mediatek MT6785V/CD Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.1, 26mm (wide), 1/3.09"", 1.0µm",1080p@30/120fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD",No,No,"USB Type-C 2.0, OTG",4500 mAh,65W wired,"White Knight, Black Ninja",About 170 EUR
Realme 7,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",162.3 x 75.4 x 9.4 mm (6.39 x 2.97 x 0.37 in),196.5 g (6.95 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, Realme UI",Mediatek MT6785V/CD Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.1, 26mm (wide), 1/3.1"", 1.0µm",1080p@30/120fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",5000 mAh,"30W wired, 50% in 26 min, 100% in 65 min","Mist Blue, Mist White",About 250 EUR
Realme Q2i,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41","HSPA, LTE (CA), 5G 2.3 Gbps DL",164.4 x 76 x 8.6 mm (6.47 x 2.99 x 0.34 in),189.5 g (6.70 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 10, Realme UI",Mediatek Dimensity 720 (7 nm),Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC3,No,128GB 4GB RAM,"13 MP, f/2.2, 26mm (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps","8 MP, f/2.0, 26mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,No,USB Type-C 2.0,5000 mAh,18W wired,"Blue, Silver",About 130 EUR
Realme Q2,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41","HSPA, LTE (CA), 5G 2.3 Gbps DL",162.2 x 75.1 x 9.1 mm (6.39 x 2.96 x 0.36 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, Realme UI",Mediatek Dimensity 800U (7 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC3,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.1, 26mm (wide), 1/3.1"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",,No,"USB Type-C 2.0, OTG",5000 mAh,30W wired,"Blue, Violet",About 160 EUR
Realme Q2 Pro,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41","HSPA, LTE (CA), 5G 2.3 Gbps DL",160.9 x 74.4 x 8.1 mm (6.33 x 2.93 x 0.32 in),175 g (6.17 oz),,Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 10, Realme UI",Mediatek Dimensity 800U (7 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC3,No,"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (depth),
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.5, 26mm (wide), 1/3.1"", 1.0µm",1080p@30/120fps,Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",,No,USB Type-C 2.0,4300 mAh,65W wired,"Leather Gray, Rainbow, Sea Blue, Fantasy White",About 310 EUR
Realme C15 Qualcomm Edition,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.5 x 75.9 x 9.8 mm (6.48 x 2.99 x 0.39 in),209 g (7.37 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 10, upgradable to Android 11, Realme UI 2.0",Qualcomm SM4250 Snapdragon 460 (11 nm),Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240),Adreno 610,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.2, (wide), PDAF,
8 MP, f/2.3, 119˚ (ultrawide),
2 MP B/W, f/2.4,
2 MP, f/2.4","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE, aptX HD",No,FM radio,"microUSB 2.0, OTG",6000 mAh,18W wired,"Power Silver, Power Blue",About 110 EUR
Realme 7 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 66","HSPA, LTE (CA), 5G 2.3 Gbps DL",162.2 x 75.1 x 9.1 mm (6.39 x 2.96 x 0.36 in),195 g (6.88 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, upgradable to Android 12, Realme UI 3.0",Mediatek Dimensity 800U (7 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC3,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS","16 MP, f/2.1, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",5000 mAh,"30W wired, 50% in 26 min, 100% in 65 min",Baltic Blue (Mist Blue),About 60 EUR
Realme 7i (Global),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",164.5 x 75.9 x 9.8 mm (6.48 x 2.99 x 0.39 in),208 g (7.34 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 10, Realme UI",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),64GB 4GB RAM,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 16mm, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30/60fps,"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD",No,FM radio,"USB Type-C 2.0, OTG",6000 mAh,18W wired,"Glory Silver, Victory Blue",About 190 EUR
Realme V15 5G,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 34, 38, 39, 40, 41","HSPA, LTE, 5G 2.3 Gbps DL",160.9 x 74.4 x 8.1 mm / 8.3 mm,176 g / 179 g (6.21 oz),,Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 10, Realme UI",Mediatek Dimensity 800U (7 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC3,No,"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.7"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.5, 26mm (wide), 1/3.1"", 1.0µm","1080p@30/120fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,No,"USB Type-C 2.0, OTG",4310 mAh,"50W wired, 50% in 18 min, 100% in 47 min","Space Silver, Nebula, Blue",About 190 EUR
Realme X7 (India),,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41","HSPA, LTE, 5G 2.3 Gbps DL",160.9 x 74.4 x 8.1 mm / 8.3 mm,176 g / 179 g (6.21 oz),,Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 10, Realme UI",Mediatek Dimensity 800U (7 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC3,No,"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.7"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.5, 26mm (wide), 1/3.1"", 1.0µm","1080p@30/120fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,No,"USB Type-C 2.0, OTG",4310 mAh,"50W wired, 50% in 18 min, 100% in 47 min","Space Silver, Nebula",About 230 EUR
