Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Huawei Mate X6,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",Unfolded: 156.6 x 144.1 x 4.6 mm,239 g (8.43 oz),"Glass front, nylon fiber or silicone polymer back (eco leather), aluminum frame",Nano-SIM + Nano-SIM,"7.93 inches, 202.1 cm",2240 x 2440 pixels (~418 ppi density),HarmonyOS 4.3 / EMUI 15,Kirin 9020,Octa-core (1x2.5 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 920,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS,
48 MP, f/3.0, 90mm (periscope telephoto), PDAF, OIS, 4x optical zoom,
40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS, HDR Vivid","8 MP, f/2.2, (wide),
Cover camera:,
8 MP, f/2.4, (wide)","4K, 1080p","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, L2HC","Yes; NFC-SIM, HCE",No,"USB Type-C 3.1, OTG, DisplayPort 1.2",Si/C Li-Ion 5110 or 5200 mAh,66W wired,"Black, White, Gray, Blue, Red",About 2000 EUR
Huawei Mate 70,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE",160.9 x 75.9 x 7.8 mm (6.33 x 2.99 x 0.31 in),203 g (7.16 oz),"Glass front, aluminum alloy frame",Nano-SIM + Nano-SIM,"6.7 inches, 108.8 cm",1216 x 2688 pixels (~440 ppi density),HarmonyOS 4.3,Kirin 9020,Octa-core (1x2.5 GHz & 3x2.15 GHz & 4x1.6 GHz),Maleoon 920,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS,
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom,
40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, 18mm (ultrawide)","4K, 1080p","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.2, A2DP, LE, L2HC",Yes,No,"USB Type-C 3.1, OTG, DisplayPort 1.2",5300 mAh,66W wired,"Black, Purple, White, Green",About 720 EUR
Huawei Mate 70 Pro,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",164.6 x 79.5 x 8.2 mm (6.48 x 3.13 x 0.32 in),221 g (7.80 oz),"Glass front, aluminum alloy frame",Nano-SIM + Nano-SIM,"6.9 inches, 117.4 cm","1316 x 2832 pixels, 19.5:9 ratio (~453 ppi density)",HarmonyOS 4.3,Kirin 9020,Octa-core (1x2.5 GHz & 3x2.15 GHz & 4x1.6 GHz) - PLR-AL00,Maleoon 920,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS,
48 MP, f/2.1, 93mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom,
40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, 18mm (ultrawide),
TOF 3D, (depth/biometrics sensor)","4K, 1080p","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.2, A2DP, LE, L2HC",Yes,No,"USB Type-C 3.1, OTG, DisplayPort 1.2",5500 mAh,100W wired,"Black, Purple, White, Green",About 860 EUR
Huawei Mate 70 Pro+,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",164.6 x 79.5 x 8.3 mm (6.48 x 3.13 x 0.33 in),226 g (7.97 oz),"Glass front, titanium alloy frame",Nano-SIM + Nano-SIM,"6.9 inches, 117.4 cm","1316 x 2832 pixels, 19.5:9 ratio (~453 ppi density)",HarmonyOS 4.3,Kirin 9020,Octa-core (1x2.5 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 920,No,"512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS,
48 MP, f/2.1, 93mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom,
40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, 18mm (ultrawide),
TOF 3D, (depth/biometrics sensor)","4K, 1080p","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.2, A2DP, LE, L2HC",Yes,No,"USB Type-C 3.1, OTG, DisplayPort 1.2",Si/C Li-Ion 5700 mAh,100W wired,"Black, Gray, White, Green",About 1120 EUR
Huawei Mate 70 RS Ultimate,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",164.6 x 79.5 x 8.3 mm (6.48 x 3.13 x 0.33 in),251 g or 256 g (8.85 oz),"Glass front, titanium alloy frame",Nano-SIM + Nano-SIM,"6.9 inches, 117.4 cm","1316 x 2832 pixels, 19.5:9 ratio (~453 ppi density)",HarmonyOS 4.3,Kirin 9020,Octa-core (1x2.5 GHz & 3x2.15 GHz & 4x1.6 GHz),Maleoon 920,No,"512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS,
48 MP, f/2.1, 93mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom,
40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","13 MP, f/2.4, 18mm (ultrawide),
TOF 3D, (depth/biometrics sensor)","4K, 1080p","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.2, A2DP, LE, L2HC",Yes,No,"USB Type-C 3.1, OTG, DisplayPort 1.2",Si/C Li-Ion 5700 mAh,100W wired,"Black, White, Red",About 1580 EUR
Huawei Enjoy 70X,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 , LTE,"HSPA, LTE, 5G",164 x 74.9 x 8 mm (6.46 x 2.95 x 0.31 in),189 g or 193 g (6.67 oz),"Glass front, plastic frame, plastic back or silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,"6.78 inches, 111.5 cm",1224 x 2700 pixels (~437 ppi density),HarmonyOS 4.2,Kirin 8000A,Hexa-core (3x2.19 GHz Cortex-A77 & 3x1.84 GHz Cortex-A55),Mali-G610,No,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF,
2 MP, f/2.4, (depth)","Color spectrum sensor, LED flash, HDR, panorama","4K, 1080p","8 MP, f/2.0, (wide)","4K, 1080p","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","Yes; NFC-SIM, HCE",No,USB Type-C 2.0,Si/C Li-Ion 6100 mAh,40W wired,"Black, White, Blue, Green",
Huawei nova Y91,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 13, 20, 26, 28, 38, 40, 41, 66","HSPA, LTE",171.6 x 79.9 x 8.9 mm (6.76 x 3.15 x 0.35 in),214 g (7.55 oz),,Nano-SIM,"6.95 inches, 117.4 cm",1080 x 2376 pixels (~376 ppi density),"EMUI 13, no Google Play Services",Qualcomm Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,Unspecified,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF,
2 MP, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",No,No,USB Type-C 2.0,Li-Po 7000 mAh,22.5W wired,"Starry Black, Moonlight Silver",About 280 EUR
Huawei MatePad Air,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","HSPA, LTE",261.9 x 178.2 x 6.4 mm (10.31 x 7.02 x 0.25 in),508 g (1.12 lb),,Nano-SIM,"11.5 inches, 391.6 cm","2800 x 1840 pixels, 3:2 ratio (~291 ppi density)",HarmonyOS 3.1,Qualcomm SM8350 Snapdragon 888 4G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","13 MP, f/1.8, PDAF",LED flash,"4K@30fps, 1080p@30fps","8 MP, f/2.0, 105˚ (ultrawide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.2, A2DP, LE",No,No,"USB Type-C 3.2, OTG, magnetic accessory connector",Li-Po 8300 mAh,40W wired,"Graphite Black, White",About 500 EUR
Huawei MatePad 11.5,,No cellular connectivity, N/A, N/A, N/A,,260.9 x 176.8 x 6.9 mm (10.27 x 6.96 x 0.27 in),499 g (1.10 lb),"Glass front, aluminum frame, aluminum back",No,"11.5 inches, 391.0 cm","1440 x 2200 pixels, 3:2 ratio (~229 ppi density)",Harmony OS 3.1,Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm),Octa-core (1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),Adreno 644,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",13 MP,,1080p@30fps,"8 MP, 105˚ (ultrawide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band",Yes,No,No,"USB Type-C, magnetic accessory connector",Li-Po 7700 mAh,22.5W wired,Space Gray,About 290 EUR
Huawei Mate 60,,GSM / CDMA / HSPA / CDMA2000 / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE",161.4 x 76 x 8 mm (6.35 x 2.99 x 0.31 in),209 g (7.37 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,"6.69 inches, 108.4 cm",1216 x 2688 pixels (~441 ppi density),HarmonyOS 4.0,Kirin 9000S (7 nm),Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,Nano Memory (uses shared SIM slot),"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS,
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom,
12 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120/240/480fps, 720p@960fps, 720p@3840fps, HDR Vivid, gyro-EIS","13 MP, f/2.4, 18mm (ultrawide)","4K@30/60fps, 1080p@30/60/240fps, HDR Vivid","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE",Yes,No,"USB Type-C 3.1, OTG, Display Port 1.2",Li-Po 4750 mAh,"66W wired, 100% in 30 min","Black, White, Green, Purple",About 750 EUR
Huawei Mate 60 Pro,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",163.7 x 79 x 8.1 mm (6.44 x 3.11 x 0.32 in),225 g (7.94 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,"6.82 inches, 114.4 cm","1260 x 2720 pixels, 19.5:9 ratio (~440 ppi density)",HarmonyOS 4.0 (China),Kirin 9000S (7 nm),Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,Nano Memory (uses shared SIM slot),"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS,
48 MP, f/3.5, 90mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom,
12 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF","Laser AF, color spectrum sensor, LED flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120/240/480fps, 720p@960fps, 720p@3840fps, HDR Vivid, gyro-EIS","13 MP, f/2.4, 18mm (ultrawide),
TOF 3D, (depth/biometrics sensor)","4K@30/60fps, 1080p@30/60/240fps, HDR Vivid","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE",Yes,No,"USB Type-C 3.1, OTG, DisplayPort 1.2",Li-Po 5000 mAh,"88W wired, 100% in 30 min","Black, White, Green, Purple",About 890 EUR
