Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Oppo A11,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 4, 5, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 400/50 Mbps",163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in),195 g (6.88 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 9.0 (Pie), ColorOS 6.0",Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","12 MP, f/1.8, (wide), PDAF,
8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm, AF,
2 MP, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,USB Type-C 2.0,"Li-Po 5000 mAh, non-removable",10W wired,"Purple, Lake Green, Cloud White",About 200 EUR
Oppo A8,,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 34, 38, 39, 40, 41","HSPA, LTE",163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in),180 g (6.35 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.8 cm","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 9.0 (Pie), ColorOS 6.1",Mediatek MT6765V/CB Helio P35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"128GB 4GB RAM, 64GB 4GB RAM","12 MP, f/1.8, (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"microUSB 2.0, OTG",Li-Po 4230 mAh,,"Green, Black",About 150 EUR
Oppo A91,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 - International,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International","HSPA, LTE",160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in),172 g (6.07 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.4 inches, 100.4 cm","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Android 9.0 (Pie), upgradable to Android 11, ColorOS 11",Mediatek MT6771V Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,"USB Type-C 2.0, OTG","Li-Po 4025 mAh, non-removable","20W wired, 50% in 30 min","Lightening Black, Unicorn White, Blazing Blue, Red",About 200 EUR
Oppo Reno3 5G,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","HSPA, LTE, 5G 4.7/2.5 Gbps",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),181 g (6.38 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.4 inches, 100.4 cm","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Android 10, ColorOS 7",Mediatek Dimensity 1000L (7 nm),Octa-core (2x2.2 GHz Cortex-A77 & 6x2.0 GHz Cortex A55),Mali-G77 MP9,No,"128GB 8GB RAM, 128GB 12GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF, OIS,
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD",Yes,Unspecified,"USB Type-C 3.1, OTG","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min","White, Black, Starry Night Blue, Sunrise",About 440 EUR
Oppo Reno3 Youth,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","HSPA, LTE, 5G (1.9 Gbps DL)",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,128GB 8GB RAM,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes,Unspecified,"USB Type-C 3.1, OTG",Li-Po 4025 mAh,"30W wired, 50% in 20 min","White, Black, Gold",About 400 EUR
Oppo Reno3 Pro 5G,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 66 - Europe","HSPA, LTE, 5G 3.7/1.6 Gbps",159.4 x 72.4 x 7.7 mm (6.28 x 2.85 x 0.30 in),171 g (6.03 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.5 inches, 103.5 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom,
8 MP, f/2.2, 115˚ (ultrawide), 1/3.2"", 1.4µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/240fps; gyro-EIS, OIS","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min","Black, White, Starry Night, Sunrise, Classic Blue",About 430 EUR
Oppo F15,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in),172 g (6.07 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.4 inches, 100.4 cm","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Android 9.0 (Pie), upgradable to Android 11, ColorOS 11.1",Mediatek MT6771V Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,"USB Type-C 2.0, OTG",Li-Po 4025 mAh,"20W wired, 50% in 30 min","Lightening Black, Unicorn White",About 250 EUR
Oppo A31,"[{'64GB 4GB RAM': '$\u2009445.00'}, {'128GB 4GB RAM': '$\u200966.75'}]",GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 - International,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International","HSPA, LTE",163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in),180 g (6.35 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 9.0 (Pie), ColorOS 6.1",Mediatek MT6765V/CB Helio P35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","12 MP, f/1.8, (wide), 1/2.86"", 1.25µm, PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"microUSB 2.0, OTG",Li-Po 4230 mAh,,"Fantasy White, Mystery Black, Lake Green",
Oppo Reno3 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Version 1,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41 - Version 1","HSPA, LTE",158.8 x 73.4 x 8.1 mm (6.25 x 2.89 x 0.32 in),175 g (6.17 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.4 inches, 101.8 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, ColorOS 7",Mediatek MT6779V Helio P95 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),PowerVR GM9446,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.7, 27mm (wide), 1/1.72"", 0.8µm, PDAF,
13 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom,
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm, AF,
2 MP B/W, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps; gyro-EIS","44 MP, f/2.4, 26mm (wide), 1/2.65"", 0.7µm,
2 MP, f/2.4, (depth)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"USB Type-C, OTG",Li-Po 4025 mAh,"30W wired, 50% in 20 min","Auroral Blue, Midnight Black, Sky White",About 540 EUR
Oppo Find X2,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 42, 66","HSPA, LTE, 5G",164.9 x 74.5 x 8 mm (6.49 x 2.93 x 0.31 in),209 g (Ceramic) / 192 g (Glass) (6.77 oz),"Glass front (Gorilla Glass 6), ceramic back or glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.7 inches, 111.7 cm",1440 x 3168 pixels (~513 ppi density),"Android 10, ColorOS 7.1",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
13 MP, f/2.4, 52mm (telephoto), 2x optical zoom, PDAF, OIS,
12 MP, f/2.2, 16mm (ultrawide), 1/2.4"", AF","Laser AF, Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps; gyro-EIS; HDR","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE",Yes,No,"USB Type-C 3.1, OTG",Li-Po 4200 mAh,"65W wired, PD, 100% in 38 min","Black, Ocean",About 310 EUR
Oppo Find X2 Pro,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 42, 66","HSPA, LTE, 5G",165.2 x 74.4 x 8.8 mm (Ceramic) / 9.5mm (Leather),217 g (Ceramic) / 200 g (Leather) (7.05 oz),"Glass front (Gorilla Glass 6), ceramic back or leather back, aluminum frame",Nano-SIM + Nano-SIM,"6.7 inches, 111.7 cm",1440 x 3168 pixels (~513 ppi density),"Android 10, ColorOS 7.1",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"256GB 12GB RAM, 512GB 12GB RAM","48 MP, f/1.7, 25mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, OIS,
13 MP, f/3.0, 129mm (periscope telephoto), 1/3.4"", 1.0µm, 5x optical zoom, PDAF, OIS,
48 MP, f/2.2, 17mm (ultrawide), 1/2.0"", 0.8µm, AF","Laser AF, Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps; gyro-EIS; HDR","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE",Yes,No,"USB Type-C 3.1, OTG","Li-Po 4260 mAh, non-removable","65W wired, PD, 100% in 38 min","Black, Orange, Gray, Green, Lamborghini Edition",About 300 EUR
Oppo Reno3,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International","HSPA, LTE",160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in),170 g (6.00 oz),,Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 10, ColorOS 7",Mediatek MT6779 Helio P90 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),PowerVR GM9446,microSDXC (uses shared SIM slot),128GB 8GB RAM,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
13 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, 2x optical zoom, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm,
2 MP B/W, f/2.4","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","44 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG",Li-Po 4025 mAh,"30W wired, 50% in 30 min, 100% in 73 min","Midnight Black, Aurora Blue, Sky White",About 440 EUR
Oppo A12e,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in),168 g (5.93 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.2 inches, 95.9 cm","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Android 8.1 (Oreo), ColorOS 5.1",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),64GB 3GB RAM,"13 MP, f/2.2, AF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,"microUSB 2.0, OTG",Li-Ion 4230 mAh,,"Red, Dark Purple",About 120 EUR
Oppo Ace2,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41 - China","HSPA, LTE, 5G",160 x 75.4 x 8.6 mm (6.30 x 2.97 x 0.34 in),186 g (6.56 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 10, ColorOS 7.1",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm, AF,
2 MP B/W, (depth),
2 MP, (depth)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps; gyro-EIS","16 MP, f/2.4, 29mm (wide), 1/3.06"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4000 mAh,"65W wired, 100% in 30 min","Aurora Silver, Moon Rock Grey, Fantasy Purple",About 520 EUR
Oppo Find X2 Lite,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","HSPA, LTE, 5G (1.9 Gbps DL)",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"6.4 inches, 100.4 cm","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,128GB 8GB RAM,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4025 mAh,"30W wired, 50% in 20 min","Moonlight Black, Pearl White",About 200 EUR
Oppo K7 5G,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G (1.9 Gbps DL)",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4025 mAh,"30W wired, 50% in 20 min","Moonlight Black, Pearl White, Blue, Blue/Red",About 240 EUR
Oppo A12,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in),165 g (5.82 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.22 inches, 96.6 cm","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Android 9.0 (Pie), ColorOS 6.1",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC,"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0, 1/5.0"", 1.12µm",,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"microUSB 2.0, OTG",Li-Po 4230 mAh,,"Blue, Black",About 560 EUR
Oppo A11k,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in),165 g (5.82 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.22 inches, 96.6 cm","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Android 9.0 (Pie), ColorOS 6.1",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),32GB 2GB RAM,"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4, 1/5.0"", 1.12µm",,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"microUSB 2.0, OTG",Li-Po 4230 mAh,,"Flowing Silver, Deep Blue",About 100 EUR
