Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors
Samsung Galaxy S7 (USA),,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,"HSDPA 850 / 900 / 1900 / 2100 - G930A, G930V","1, 2, 3, 4, 5, 7, 8, 12, 20, 29, 30, 38, 39, 40, 41 - G930A","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps",142.4 x 69.6 x 7.9 mm (5.61 x 2.74 x 0.31 in),152 g (5.36 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame",Nano-SIM,"5.1 inches, 71.7 cm","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo), TouchWiz UI",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (dedicated slot),32GB 4GB RAM,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps, 720p@240fps, HDR, stereo sound rec., OIS","5 MP, f/1.7, 22mm (wide), 1/4.1"", 1.34µm",,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX",Yes,No,"microUSB 2.0, OTG","Li-Ion 3000 mAh, non-removable","15W wired, QC2","Black Onyx, Silver Titanium, Gold Platinum"
Samsung Galaxy S7 edge (USA),,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,"HSDPA 850 / 900 / 1900 / 2100 - G935A, G935P, G935R","1, 2, 3, 4, 5, 7, 8, 12, 20, 29, 30, 38, 39, 40, 41 - G935A","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps",150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in),157 g (5.54 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame",Nano-SIM,"5.5 inches, 83.4 cm","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo), TouchWiz UI",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (dedicated slot),32GB 4GB RAM,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps, 720p@240fps, HDR, stereo sound rec., OIS","5 MP, f/1.7, 22mm (wide), 1/4.1"", 1.34µm",,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX",Yes,FM radio (after SW update; operator dependent),"microUSB 2.0, OTG","Li-Ion 3600 mAh, non-removable","15W wired, QC2","Black Onyx, Silver Titanium, Gold Platinum, Coral Blue"
Samsung Galaxy S7 edge,,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - G935FD, G9350","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - G935F, G935FD, G935W8","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 - G935F, G935FD","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps",150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in),157 g (5.54 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame","Nano-SIM (G935F, G935W8)","5.5 inches, 83.4 cm","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo), TouchWiz UI",Qualcomm MSM8996 Snapdragon 820 (14 nm) - G9350,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - G9350,Adreno 530 - G9350,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps, 720p@240fps, HDR, stereo sound rec., OIS","5 MP, f/1.7, 22mm (wide), 1/4.1"", 1.34µm",,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX",Yes,No,"microUSB 2.0, OTG","Li-Ion 3600 mAh, non-removable","15W wired, QC2","Black, White, Gold, Silver, Pink Gold, Black Pearl, Coral Blue"
Samsung Galaxy S7,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - G930FD,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - G930F, G930FD, G930W8","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 - G930F, G930FD","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps",142.4 x 69.6 x 7.9 mm (5.61 x 2.74 x 0.31 in),152 g (5.36 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame",Nano-SIM (G930F),"5.1 inches, 71.5 cm","1440 x 2560 pixels, 16:9 ratio (~577 ppi density)","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo), TouchWiz UI",Exynos 8890 Octa (14 nm),Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),Mali-T880 MP12,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 4GB RAM, 64GB 4GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps, 720p@240fps, HDR, stereo sound rec., OIS","5 MP, f/1.7, 22mm (wide), 1/4.1"", 1.34µm",1440p,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX",Yes,No,"microUSB 2.0, OTG","Li-Ion 3000 mAh, non-removable","15W wired, QC2","Black, White, Gold, Silver, Pink Gold"
Samsung Galaxy Tab A 7.0 (2016),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20","HSPA, LTE Cat4 150/50 Mbps - cellular model only",186.9 x 108.8 x 8.7 mm (7.36 x 4.28 x 0.34 in),283 g (9.98 oz),"Glass front, plastic back, plastic frame",Micro-SIM - cellular model only,"7.0 inches, 142.1 cm","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Android 5.1.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.3 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),8GB 1.5GB RAM,"5 MP, f/2.2, AF",Panorama,720p@30fps,"2 MP, f/2.2",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,microUSB 2.0,"Li-Ion 4000 mAh, non-removable",,"Pearl White, Metallic Black"
Samsung Galaxy Tab A 10.1 (2016),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 18, 19, 38, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - cellular model only",254.2 x 155.3 x 8.2 mm (10.01 x 6.11 x 0.32 in),525 g (1.16 lb),"Glass front, plastic back, plastic frame",Nano-SIM (cellular model only),"10.1 inches, 295.8 cm","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Android 6.0 (Marshmallow), upgradable to Android 8.1 (Oreo)",Exynos 7870 Octa (14 nm),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T830 MP1,microSDXC (dedicated slot),"16GB 2GB RAM, 16GB 3GB RAM (S-Pen), 32GB 3GB RAM (S-Pen)","8 MP, f/1.9, AF","LED flash, panorama",1080p@30fps,"2 MP, f/2.2",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",No,No,microUSB 2.0,"Li-Ion 7300 mAh, non-removable",,"Pearl White, Metallic Black"
Samsung Galaxy J5 (2016),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",145.8 x 72.3 x 8.1 mm (5.74 x 2.85 x 0.32 in),159 g (5.61 oz),"Glass front, plastic back, aluminum frame","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5.2 inches, 74.5 cm","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/1.9, 28mm (wide), AF",LED flash,1080p@30fps,"5 MP, f/1.9",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP",Yes (market dependant),"FM radio, RDS, recording","microUSB 2.0, OTG","Li-Ion 3100 mAh, removable",,"White, Black, Gold, Rose Gold"
Samsung Galaxy J7 (2016),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 40","HSPA, LTE Cat4 150/50 Mbps",151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),170 g (6.00 oz),"Glass front, plastic back, aluminum frame","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.1 (Oreo)",Qualcomm MSM8952 Snapdragon 617 (28 nm),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/1.9, 28mm (wide), AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/1.9",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP",Yes (market dependent for dual-SIM model),"FM radio, RDS, recording","microUSB 2.0, OTG","Li-Ion 3300 mAh, removable",,"White, Black, Gold, Rose Gold"
Samsung Galaxy A9 Pro (2016),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 40","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat6 300/50 Mbps",161.7 x 80.9 x 7.9 mm (6.37 x 3.19 x 0.31 in),210 g (7.41 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame",Nano-SIM,"6.0 inches, 99.2 cm","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo), Experience UI 9",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC (dedicated slot),32GB 4GB RAM,"16 MP, f/1.9, 1/2.8"", AF, OIS","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/1.9",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, EDR, LE",Yes,"FM radio, RDS, recording",microUSB 2.0,"Li-Ion 5000 mAh, non-removable",18W wired,"White, Black, Gold"
Samsung Galaxy C5,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - C5000,"1, 3, 7, 8, 38, 39, 40, 41 - C5000","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",145.9 x 72 x 6.7 mm (5.74 x 2.83 x 0.26 in),143 g (5.04 oz),"Glass front, aluminum back, aluminum frame",Nano-SIM + Nano-SIM,"5.2 inches, 74.5 cm","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8952 Snapdragon 617 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),"32GB 4GB RAM, 64GB 4GB RAM","16 MP, f/1.9, AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"8 MP, f/1.9",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, Wi-Fi Direct","4.2, A2DP, LE",Yes,Stereo FM radio with RDS; recording,microUSB 2.0,"Li-Ion 2600 mAh, non-removable",18W wired,"Gold, Pink Gold, Dark Gray"
Samsung Galaxy C7,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - C7000,"1, 3, 7, 8, 38, 39, 40, 41 - C7000","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",156.6 x 77.2 x 6.8 mm (6.17 x 3.04 x 0.27 in),169 g (5.96 oz),"Glass front, aluminum back, aluminum frame",Nano-SIM + Nano-SIM,"5.7 inches, 89.6 cm","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"32GB 4GB RAM, 64GB 4GB RAM","16 MP, f/1.9, AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"8 MP, f/1.9",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",Yes,Stereo FM radio with RDS; recording,microUSB 2.0,"Li-Ion 3300 mAh, non-removable","18W wired, QC3","Gold, Pink Gold, Dark Gray"
Samsung Galaxy J3 Pro,,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",142.2 x 71.3 x 8 mm (5.60 x 2.81 x 0.31 in),139 g (4.90 oz),"Glass front, aluminum back, aluminum frame","Dual SIM (Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, f/2.2, AF","LED flash, HDR",1080p@30fps,"5 MP, f/2.2",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP",Yes,"FM radio, RDS, recording","microUSB 2.0, OTG","Li-Ion 2600 mAh, removable",,"White, Black, Gold"
Samsung Galaxy S7 active,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 20, 29, 30, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps",148.8 x 74.9 x 9.9 mm (5.86 x 2.95 x 0.39 in),184.8 g (6.53 oz),"Glass front (Gorilla Glass 4), plastic back, aluminum frame",Nano-SIM,"5.1 inches, 71.7 cm","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)","Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), TouchWiz UI",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (dedicated slot),32GB 4GB RAM,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps, 720p@240fps, HDR, stereo sound rec., OIS","5 MP, f/1.7, 22mm (wide), 1/4.1"", 1.34µm",,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX",Yes,"Stereo FM radio, RDS","microUSB 2.0, OTG","Li-Ion 4000 mAh, non-removable","15W wired, QC2","Camo Green, Titanium Gray, Sandy Gold"
Samsung Galaxy Xcover 3 G389F,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 7, 8, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",132.9 x 70.1 x 10 mm (5.23 x 2.76 x 0.39 in),154 g (5.43 oz),,Micro-SIM,"4.5 inches, 57.6 cm","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 6.0 (Marshmallow),Exynos 3475 Quad (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (dedicated slot),8GB 1.5GB RAM,"5 MP, AF",LED flash,720p@30fps,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.1, A2DP, LE",Yes,FM radio,microUSB 2.0,"Li-Ion 2200 mAh, removable",,Gray
Samsung Z3 Corporate,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE 800 / 850 / 900 / 1800 / 2100 / 2600,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",141.5 x 69.9 x 7.9 mm (5.57 x 2.75 x 0.31 in),-,,"Hybrid Dual SIM (Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Tizen 2.4,Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),8GB 1GB RAM,"8 MP, f/2.2, AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.2",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, LE",No,FM radio,"microUSB 2.0, OTG","Li-Ion 2600 mAh, removable",,"Black, Silver, Gold"
Samsung Galaxy J2 (2016),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 8, 20, 40 - India","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",142.4 x 71.1 x 8 mm (5.61 x 2.80 x 0.31 in),138 g (4.87 oz),"Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0.1 (Marshmallow),Spreadtrum SC8830,Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1.5GB RAM,"8 MP, f/2.2, AF","LED flash, HDR, panorama",720p@30fps,"5 MP, f/2.2",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, LE",No,"FM radio, RDS",microUSB 2.0,"Li-Ion 2600 mAh, removable",,"Silver, Black, Gold"
Samsung Galaxy S6 edge,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",142.1 x 70.1 x 7 mm (5.59 x 2.76 x 0.28 in),132 g (4.66 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame",Nano-SIM,"5.1 inches, 71.5 cm","1440 x 2560 pixels, 16:9 ratio (~577 ppi density)","Android 5.0.2 (Lollipop), upgradable to 7.0 (Nougat), TouchWiz UI",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32GB 3GB RAM, 64GB 3GB RAM, 128GB 3GB RAM","16 MP, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, AF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@120fps, HDR, stereo sound rec., OIS, gyro-EIS","5 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE, aptX",Yes,No,"microUSB 2.0, OTG","Li-Ion 2600 mAh, non-removable",15W wired,"White Pearl, Black Sapphire, Gold Platinum, Green Emerald"
Samsung Galaxy S6 (USA),,GSM / CDMA / HSPA / EVDO / LTE,"GSM 850 / 900 / 1800 / 1900 - G920V, G920P",HSDPA 850 / 900 / 1900 / 2100 - G920V,"2, 3, 4, 5, 7, 13 - G920V","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps",143.5 x 70.6 x 6.9 mm (5.65 x 2.78 x 0.27 in),140 g (4.94 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame",Nano-SIM,"5.1 inches, 71.7 cm","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)","Android 5.0.2 (Lollipop), upgradable to 5.1 (Lollipop), TouchWiz UI",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32GB 3GB RAM, 64GB 3GB RAM, 128GB 3GB RAM","16 MP, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, AF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@120fps, HDR, stereo sound rec., OIS, gyro-EIS","5 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE, aptX",Yes,No,"microUSB 2.0, OTG","Li-Ion 2550 mAh, non-removable",15W wired,"White Pearl, Black Sapphire, Gold Platinum"
Samsung Galaxy S6 edge (USA),,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - G925V,HSDPA 850 / 900 / 1900 / 2100 - G925V,"2, 3, 4, 5, 7, 13 - G925V","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps",142 x 70.1 x 7.1 mm (5.59 x 2.76 x 0.28 in),132 g (4.66 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame",Nano-SIM,"5.1 inches, 71.7 cm","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)","Android 5.0.2 (Lollipop), upgradable to 5.1 (Lollipop), TouchWiz UI",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32GB 3GB RAM, 64GB 3GB RAM, 128GB 3GB RAM","16 MP, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, AF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@120fps, HDR, stereo sound rec., OIS, gyro-EIS","5 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE, aptX",Yes,No,"microUSB 2.0, OTG","Li-Ion 2600 mAh, non-removable",15W wired,"White Pearl, Black Sapphire, Gold Platinum"
Samsung Galaxy XCover 3,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",132.9 x 70.1 x 10 mm (5.23 x 2.76 x 0.39 in),154 g (5.43 oz),,Micro-SIM,"4.5 inches, 57.6 cm","480 x 800 pixels, 5:3 ratio (~207 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)",Marvell Armada PXA1908,Quad-core 1.2 GHz Cortex-A53,Vivante GC7000,microSDXC (dedicated slot),8GB 1.5GB RAM,"5 MP, AF",LED flash,720p@30fps,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",Yes,FM radio,microUSB 2.0,"Li-Ion 2200 mAh, removable",,Gray
Samsung Galaxy Tab A 8.0 (2015),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20","HSPA, LTE - cellular model only",208.3 x 137.9 x 7.4 mm (8.20 x 5.43 x 0.29 in),313 g (11.04 oz),,Micro-SIM - cellular model only,"8.0 inches, 198.2 cm","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,microSDXC (dedicated slot),"16GB 1.5GB RAM (Wi-Fi), 32GB 2GB RAM (LTE)","5 MP, AF",,720p,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,microUSB 2.0,"Li-Ion 4200 mAh, non-removable",,"Smoky Titanium, Smoky Blue, White"
Samsung Galaxy Tab A 8.0 & S Pen (2015),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28, 40","HSPA, LTE - cellular model only",208.4 x 137.9 x 7.5 mm (8.20 x 5.43 x 0.30 in),338 g (11.92 oz),,Micro-SIM - cellular model only,"8.0 inches, 198.2 cm","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,microSDXC (dedicated slot),16GB 2GB RAM,"5 MP, AF",,720p,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP",No,No,microUSB 2.0,"Li-Ion 4200 mAh, non-removable",,"Black, Gray, White"
